"Ensembl","gene","bp","mu_syn","mu_mis","mu_lof","n_syn","n_mis","n_lof","exp_syn","exp_mis","exp_lof","syn_z","mis_z","lof_z","pLI","pRec","pNull"
"ENSG00000027001","MIPEP",2142,8.98551709437e-06,2.27775122675e-05,2.29064559836e-06,87,248,15,91.7191368383,225.857311105,30.0464480526,0.305479660097722,-0.720659251149099,2.71911210741044,8.49063579888535e-07,0.995681945041719,0.00431720589470084
"ENSG00000151623","NR3C2",2955,1.27736640288e-05,2.74217159618e-05,2.38787175985e-06,135,246,5,147.2969521,312.513410451,30.0397160691,0.628133250386687,1.84031148869526,4.52554831426541,0.925088552607185,0.0749112998189749,1.47573840454127e-07
"ENSG00000159899","NPR2",3144,1.34325405961e-05,3.70124737971e-05,3.15033472364e-06,152,250,7,161.413609,428.5791824,44.91406975,0.459340944389982,4.2192162955271,5.60400972193689,0.991660781814467,0.00833921815950228,2.60307150135618e-11
"ENSG00000206308",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196177","ACADSB",1299,4.83790238548e-06,1.10553148648e-05,1.05047854777e-06,49,139,13,54.7316696834,118.738655894,15.4777161414,0.480298551535442,-0.909468432881366,0.623860922895594,2.98832226560367e-08,0.301001538680302,0.698998431436475
"ENSG00000166546",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000111832","RWDD1",732,2.49295107322e-06,5.4932045121e-06,5.70618621475e-07,24,51,2,29.3152289138,61.2599713567,8.74940431289,0.608590088025133,0.641171437870539,2.26029894519147,0.372943967483844,0.615939047620118,0.0111169848960385
"ENSG00000196431","CRYBA4",591,3.66218164749e-06,7.64448880124e-06,1.0450468846e-06,43,75,12,42.6057013932,86.4960151446,13.6414597093,-0.0374491878187026,0.604596896681149,0.440240014948825,6.69435979827333e-08,0.257581927322445,0.742418005733957
"ENSG00000131097","HIGD1B",300,1.37578384602e-06,3.54489131877e-06,2.94101928234e-07,19,54,4,16.057650784,40.0110934669,4.39963444591,-0.455200589917999,-1.08170824448172,0.188731469507623,0.00234558353981055,0.533388118782772,0.464266297677417
"ENSG00000198171","DDRGK1",945,5.00761260909e-06,1.33247587179e-05,1.12996133444e-06,48,117,8,47.8067458182,123.931953634,13.3798915,-0.0173270389694839,0.304567311216555,1.45692409486992,0.000149759368683589,0.867604737319463,0.132245503311853
"ENSG00000152672","CLEC4F",1770,6.50094339147e-06,1.51131598994e-05,1.19852668873e-06,90,208,17,74.5357934924,169.337488181,15.9957285269,-1.11043923461472,-1.4532147973501,-0.248736097560141,4.19038841935212e-12,0.0254695195720725,0.974530480423737
"ENSG00000143319","ISG20L2",1062,4.0352544433e-06,1.03662556695e-05,7.51700908904e-07,49,103,1,46.977566,118.7091186,9.77421739,-0.182926952056648,0.705221813886019,2.78007860764355,0.821397244338996,0.177746058550927,0.000856697110077251
"ENSG00000204427",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206299",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134755","DSC2",2706,1.00705665463e-05,2.45874500926e-05,1.83521815982e-06,123,298,10,110.31016843,264.010290195,25.8815372551,-0.749025216046305,-1.02318314748253,3.09233964265874,0.000683301516097171,0.998454435502736,0.000862262981166764
"ENSG00000131016","AKAP12",5349,2.72207081416e-05,5.19091011917e-05,2.34097213293e-06,274,548,6,280.216700196,548.865150367,26.3339359891,0.230230204042221,0.0180634241999627,3.92512246468337,0.37250182178499,0.627478647069248,1.95311457620226e-05
"ENSG00000065548","ZC3H15",1281,4.02764212163e-06,1.0659402481e-05,9.54668203976e-07,51,81,1,43.6154644245,111.616853197,13.4195590434,-0.693190745594612,1.41746614075779,3.35835653626575,0.947515648259226,0.0524486565922154,3.56951485591169e-05
"ENSG00000215726",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204382",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169733","RFNG",996,8.68579732402e-06,1.68303913281e-05,5.85046200482e-07,83,93,10,56.3789365474,110.564620582,7.90117117118,-2.19794291744263,0.817046276581885,-0.739640988340655,5.67670625784945e-08,0.0690706717053933,0.930929271527544
"ENSG00000162344","FGF19",651,5.56949070982e-06,1.06264639672e-05,3.84636787083e-07,22,39,1,27.9263495882,56.34863308,3.6630015229,0.695231921160248,1.13042029020094,1.37829631075467,0.294076907366963,0.625646243256635,0.0802768493764021
"ENSG00000189367","KIAA0408",2085,6.98981109863e-06,1.79762357481e-05,1.52498712528e-06,105,242,12,81.291497,205.7699685,19.37390362,-1.63016281509042,-1.23536060213286,1.65950498240328,1.95785656687142e-06,0.882853197945351,0.117144844198082
"ENSG00000105676","ARMC6",1506,9.48382048646e-06,1.9531611888e-05,1.28740854978e-06,94,207,12,110.465649127,223.526669193,17.2928110084,0.97121070796341,0.540676937451343,1.26079161810158,7.24407726209859e-07,0.711401092991889,0.288598182600384
"ENSG00000145358","DDIT4L",582,2.2455332273e-06,5.20826641264e-06,3.94024379357e-07,27,76,5,26.280549,59.8489399,5.30257102,-0.0870027252139732,-1.02114935720745,0.130158860807311,0.000548864407256177,0.463220729535119,0.536230406057625
"ENSG00000108515","ENO3",1305,6.91942155974e-06,1.49024002037e-05,1.12044375909e-06,82,191,16,81.4042779775,169.811972702,16.4653422163,-0.0409324746578655,-0.795283945711228,0.113599610468935,6.90899000171878e-11,0.0677193085189577,0.932280691411952
"ENSG00000112796","ENPP5",1434,5.2409960306e-06,1.23404666831e-05,7.34469853885e-07,53,145,8,60.638872,141.077352,9.57898508,0.608139250342854,-0.161533182164036,0.505368311100593,1.91660634387746e-05,0.4600736700562,0.539907163880361
"ENSG00000070010",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211667",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197614","MFAP5",522,2.13775232852e-06,5.82873087162e-06,8.53715218021e-07,30,63,3,26.5878611979,66.5247157199,12.8411217636,-0.410236788145533,0.211373020952731,2.72040029303299,0.348683723133855,0.64850742585186,0.00280885101428455
"ENSG00000187522","HSPA14",1530,5.6329825832e-06,1.32733084169e-05,1.58082911733e-06,72,129,2,66.7762431707,150.062933886,22.8753214524,-0.396297840586871,0.841003846014226,4.32353754479039,0.991685161782873,0.00831476202549471,7.61916324292553e-08
"ENSG00000215754",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000159079","C21orf59",873,4.38746661521e-06,9.26004575383e-06,9.69590894163e-07,48,100,8,47.5418366146,97.4265402773,13.2507717138,-0.0411934945264759,-0.127524976284036,1.42886841019603,0.000141358025835822,0.859450390763364,0.1404082512108
"ENSG00000141030","COPS3",1272,4.80053511962e-06,1.1209280862e-05,1.33156487703e-06,56,84,1,56.7191771368,126.534983161,18.8931968145,0.0592000526422954,1.84951389291369,4.07779096923841,0.992904074102341,0.00709567043489507,2.5546276354979e-07
"ENSG00000090621","PABPC4",1983,9.1121575733e-06,2.22615767254e-05,1.51243625602e-06,120,142,2,106.796884439,253.787049321,23.1507957869,-0.792037953296072,3.43220370003502,4.35445179968519,0.992493064403533,0.00750687626683521,5.93296316732998e-08
"ENSG00000148948","LRRC4C",1923,7.30231479747e-06,1.84459843317e-05,7.90029530753e-07,100,121,0,83.15585,209.4158938,9.37029527,-1.14512297192332,2.98842266433518,3.03225921652194,0.953730868705953,0.0461412230396495,0.00012790825439789
"ENSG00000141665","FBXO15",1533,6.79276864417e-06,1.50271649948e-05,1.10939451122e-06,58,142,5,60.8978074826,131.234890311,13.8138552669,0.230206999483649,-0.45963156251783,2.34908179753829,0.0274701773773479,0.961013230505491,0.0115165921171606
"ENSG00000180616","SSTR2",1110,4.29378425575e-06,1.0722700839e-05,5.86387687297e-07,55,107,2,49.06856,121.9095219,7.06299124,-0.52493792343982,0.660481668271231,1.88713323488263,0.235751811356346,0.731588294814609,0.0326598938290448
"ENSG00000177243",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197021","CXorf40B",477,2.17777526332e-06,5.16515102844e-06,2.96490778621e-07,10,26,0,17.72303,41.0154322,3.05475587,1.13728207379669,1.14678126988955,1.73132243238438,0.642796581069124,0.330023969544076,0.0271794493868007
"ENSG00000179218","CALR",1254,7.72978560119e-06,1.42636883234e-05,9.20282747283e-07,93,131,1,82.2351489718,150.157393365,12.9812289322,-0.735916753997623,0.764679901473604,3.294072028558,0.93872855492894,0.061218723935862,5.27211351981369e-05
"ENSG00000205595",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000110048","OSBP",2424,1.24934519581e-05,2.69332137272e-05,2.7635840357e-06,105,127,3,118.206747348,269.168671023,35.0601187811,0.753048152670241,4.23846084817133,5.36349800163041,0.999542555149074,0.00045744483789075,1.30353841499858e-11
"ENSG00000154721","JAM2",939,3.65288900607e-06,9.54065764008e-06,1.19038300112e-06,22,86,4,34.9826080982,92.6123390334,14.2550870917,1.36077205858906,0.336075756112157,2.69056876373542,0.148660697111206,0.847628407329751,0.00371089555904283
"ENSG00000130165","ELOF1",252,1.7659386532e-06,3.59576477595e-06,3.13681618829e-07,24,19,1,21.265742,41.998057,4.81136721,-0.367577571348644,1.73577380613327,1.72121930987518,0.403135808004397,0.558206247186818,0.038657944808785
"ENSG00000065427","KARS",1878,6.82470651809e-06,1.85675444258e-05,1.45691078932e-06,111,227,6,79.9158513097,207.535899849,21.4067962022,-2.15561874379797,-0.660851934199141,3.29857443790768,0.0859078130308862,0.913691304773705,0.000400882195408814
"ENSG00000102383","ZDHHC15",1014,3.52295595392e-06,9.52663243779e-06,1.09963583274e-06,36,56,1,28.7670408207,70.6879839276,11.4633637683,-0.836022441320644,0.854487541174188,3.06129354346142,0.896641058029422,0.103158219973409,0.000200721997168811
"ENSG00000125976",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140259","MFAP1",1320,4.43753843707e-06,1.53895042137e-05,1.96788972277e-06,68,83,3,54.0501,178.1381651,26.06846876,-1.17631139688022,3.4865255402273,4.47559379733974,0.986958816915287,0.0130411366226566,4.64620565546203e-08
"ENSG00000147437","GNRH1",279,1.08470670761e-06,2.95886678444e-06,3.14531859794e-07,11,32,2,13.0157313593,33.184643199,4.59260022003,0.346375804692663,0.100585244090597,1.19838398672287,0.0986916060732056,0.771521432360107,0.129786961566688
"ENSG00000133216","EPHB2",2964,1.91516118409e-05,4.15082127737e-05,1.93503709503e-06,197,309,0,212.895666484,460.482885434,27.6800066991,0.67537616825533,3.45281507510486,5.21162086603324,0.999948635231362,5.13647609935642e-05,7.64459666502637e-12
"ENSG00000142632","ARHGEF19",2409,1.38518607928e-05,3.18598885183e-05,2.31417857128e-06,100,247,17,116.994059343,274.559762133,26.5841055102,0.974015067602368,0.813530847139462,1.84132414355458,7.63919108459289e-09,0.885084394057774,0.114915598303035
"ENSG00000100302","RASD2",801,5.84695968617e-06,1.24322801259e-05,2.78232245501e-07,63,75,0,65.6832366088,138.066504053,3.88992172461,0.205249298779198,2.62525233174394,1.95371017975609,0.716620456976745,0.26922064738411,0.0141588956391456
"ENSG00000145451","GLRA3",1395,4.97738367257e-06,1.28185965432e-05,1.78748012173e-06,69,143,7,59.5406594863,146.705973672,23.8909984743,-0.759982378312744,0.149657306280035,3.42316523297929,0.0437525585382368,0.956008802077829,0.000238639383934058
"ENSG00000101152","DNAJC5",597,5.38116278214e-06,8.12447036216e-06,4.290546701e-07,53,45,0,57.398810588,86.071533267,6.13442370119,0.35994257388739,2.16534720033718,2.4534464766466,0.858492458762531,0.139312428651262,0.00219511258620651
"ENSG00000179958","DCTPP1",513,2.64208361561e-06,7.18438349929e-06,4.57629191426e-07,32,77,2,29.471195035,79.0744357139,6.29521135473,-0.288778607660124,0.114103582072756,1.69577831342543,0.184698213695084,0.76380399481114,0.0514977914937764
"ENSG00000138326","RPS24",870,3.74580593415e-06,8.46646238258e-06,6.85712649288e-07,26,19,0,17.7184534964,43.2414353315,6.01487183365,-1.21968645450762,1.80312049108024,2.42942159587044,0.852844134621405,0.144724278702875,0.00243158667571974
"ENSG00000154889","MPPE1",1191,5.53197481065e-06,1.28433363824e-05,1.09871150143e-06,56,127,10,61.8269121163,138.02239442,14.8468835409,0.459408460184461,0.458899777637162,1.24604766549868,8.3419136485111e-06,0.755610046590957,0.244381611495394
"ENSG00000189319","FAM53B",1269,7.37554159281e-06,1.64810414118e-05,7.69775284138e-07,91,129,2,72.9205583907,161.752451411,9.05280413513,-1.31253053802292,1.25960800012632,2.32198787126135,0.40047960162071,0.590465448851629,0.00905494952766115
"ENSG00000131738","KRT33B",1215,6.72898712073e-06,1.50170742719e-05,8.5935761136e-07,67,159,10,79.174503,173.0802402,12.6703757,0.848218912125095,0.523481687348802,0.743134315414335,2.3968705772229e-06,0.490002591687786,0.509995011441637
"ENSG00000137332",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000157823","AP3S2",582,2.2521120311e-06,5.96053921499e-06,5.92222918558e-07,26,73,6,23.914084871,57.5783752511,7.11690106075,-0.264435793555697,-0.994069434418755,0.41472381249788,0.000230909983075112,0.514353847819435,0.485415242197489
"ENSG00000136160","EDNRB",1599,8.17104386555e-06,1.76363597791e-05,1.25839309902e-06,73,147,6,94.033009238,199.233276718,17.2447487779,1.34465453584975,1.8100179794262,2.68232266913604,0.0193615215886145,0.976633450998883,0.00400502741250214
"ENSG00000132640","BTBD3",1569,5.9790576213e-06,1.58022128011e-05,8.9479425258e-07,72,106,4,68.7783964803,178.966657218,11.6657893956,-0.240821406521653,2.66781096448005,2.2232561703478,0.0614215773226243,0.92235885935359,0.0162195633237853
"ENSG00000176165",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000128789","PSMG2",795,2.99292100995e-06,7.65161818149e-06,5.66500501441e-07,37,82,5,33.5420275286,82.3978461906,8.70727332627,-0.370148505449495,0.0214376847511817,1.24452372905327,0.00355676049077914,0.840165604798957,0.156277634710263
"ENSG00000148331","ASB6",1266,8.65431296663e-06,1.66216265128e-05,6.50829140097e-07,91,149,5,95.7207200387,181.364515484,9.30673047369,0.299126406588262,1.17546370078942,1.39842366924098,0.00464633688363772,0.877108791205548,0.118244871910814
"ENSG00000075151","EIF4G3",4776,1.66748756082e-05,4.23296539809e-05,4.14162191539e-06,206,379,3,197.316043326,482.343523917,57.7773787233,-0.3832552374035,2.30155548553946,7.13858320074372,0.999999906532496,9.34675036344982e-08,1.34095481705077e-20
"ENSG00000206253",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112697","TMEM30A",1086,5.01546470769e-06,1.20796297658e-05,1.07929092376e-06,48,93,5,58.9659700445,137.679618886,14.8865607859,0.885310817630352,1.86247681439206,2.53826961469613,0.04068308491811,0.952897894778115,0.00641902030377484
"ENSG00000165804","ZNF219",2169,1.86925349899e-05,3.81907702278e-05,1.47237789068e-06,93,160,0,145.045126445,296.407247039,13.2335487746,2.67903131393175,3.87533606060206,3.60352777789017,0.988717808247592,0.0112782645915416,3.92716086604669e-06
"ENSG00000197905",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000132561","MATN2",2871,1.37781256503e-05,3.07161603581e-05,2.31761979497e-06,140,312,18,148.431203332,322.856370023,30.6275101805,0.429018710091317,0.295527276900931,2.26022449174939,7.29384689107479e-09,0.96901464096881,0.0309853517373436
"ENSG00000101745","ANKRD12",6189,1.83315779991e-05,4.76883800567e-05,4.29708325469e-06,293,601,5,211.782066664,542.257039004,53.0617570534,-3.45984463195243,-1.23387172090267,6.53579681477784,0.999985243734791,1.47562652090186e-05,1.24258766912771e-16
"ENSG00000056050",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103995","CEP152",5133,1.5843158404e-05,4.09922874976e-05,4.42009626222e-06,221,525,41,182.005836267,455.425653364,58.0497256967,-1.79187149152429,-1.59461752625078,2.2167005208808,4.42004196778011e-21,0.612502995011682,0.387497004988318
"ENSG00000075142","SRI",597,3.09371059817e-06,6.35280337659e-06,8.88883126714e-07,27,69,8,31.2560693295,65.5478298149,12.49996371,0.471944598344933,-0.208559281586441,1.26079473121919,9.97957046166647e-05,0.803457731191531,0.196442473103852
"ENSG00000176177","ENTHD1",1824,6.00265351968e-06,1.46571176317e-05,9.63732309185e-07,59,192,10,70.1761855441,167.882670528,13.3530605077,0.82708160318005,-0.910420848129491,0.908951443825618,3.66824019270564e-06,0.580932538494391,0.419063793265416
"ENSG00000104660","LEPROTL1",510,1.95207340357e-06,4.44472277354e-06,2.88343234903e-07,16,18,0,12.9877557877,27.7565300939,2.84348420831,-0.518169558818708,0.905793638172278,1.6703792534759,0.622320079235797,0.345781519976996,0.0318984007872078
"ENSG00000100307","CBX7",756,5.38515641419e-06,1.123975969e-05,8.3941256058e-07,51,65,1,49.7780644651,100.161446852,10.0759684181,-0.1073693533546,1.71843240070004,2.83230003561964,0.837455380362367,0.16188110535651,0.000663514281123205
"ENSG00000179262","RAD23A",1092,7.42179973577e-06,1.38126520523e-05,1.00747308992e-06,75,120,5,85.0521494137,155.86338258,14.7881190386,0.675718367315612,1.40506319462941,2.52134604410681,0.0392565362650634,0.953968381568931,0.00677508216600568
"ENSG00000028203","VEZT",2340,7.60947717022e-06,1.91190234837e-05,1.89526719257e-06,88,222,7,78.872908037,191.162434184,22.4443362713,-0.637114976808345,-1.09092728310709,3.22927966901568,0.0259368505876322,0.973534683928432,0.00052846548393604
"ENSG00000204463",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000146648","EGFR",3633,1.9892625033e-05,4.19694157749e-05,3.46678740533e-06,238,368,7,231.167233004,477.438099759,49.8304444331,-0.278602523235148,2.44977644429143,6.01028268910661,0.998664530178053,0.00133546982164989,2.97452025087101e-13
"ENSG00000176393","RNPEP",1953,1.27713684074e-05,2.46803676882e-05,1.4468701858e-06,81,190,17,93.6919121755,188.387835519,18.7657091106,0.812878092539935,-0.057452502202581,0.403762893316572,4.80666222710557e-11,0.103679485417392,0.896320514534542
"ENSG00000100867","DHRS2",903,5.10776636557e-06,1.09069692569e-05,6.39477437514e-07,75,170,9,61.224821,126.9310142,10.59818361,-1.09139749091466,-1.8698098526054,0.486295943569945,4.75351023968218e-06,0.405466890899858,0.594528355589902
"ENSG00000145879","SPINK7",258,9.2209713824e-07,2.00826218987e-06,2.03170978829e-07,11,24,2,12.123938,24.4304104,3.97835501,0.200110836965085,0.0425925297699245,0.982521704269225,0.0761167144856102,0.748716300927574,0.175166984586816
"ENSG00000164404","GDF9",1365,4.60524309145e-06,1.19616312204e-05,7.10839827137e-07,57,168,8,53.01656,136.3659647,8.89215586,-0.339157909089202,-1.32500495957645,0.296364992875176,1.19472233006091e-05,0.370783547694731,0.629204505081968
"ENSG00000113851","CRBN",1329,4.77685780993e-06,1.18075719438e-05,1.31552677988e-06,61,149,6,56.6504170894,134.73638309,19.1279779798,-0.358257418401444,-0.601039765650803,2.97339772080623,0.0384944384873777,0.960073443143809,0.00143211836881361
"ENSG00000132386","SERPINF1",1257,6.90386980736e-06,1.37738411915e-05,8.70612942842e-07,94,173,8,77.0347711828,151.361771699,12.119973366,-1.1983006587348,-0.860259435776719,1.17228515412983,8.28899615258178e-05,0.769260595225184,0.230656514813291
"ENSG00000163479","SSR2",552,2.38450683473e-06,5.33405920524e-06,6.91663843548e-07,25,45,1,28.3468747303,60.9615969938,9.78712000338,0.389704777486073,0.999918719387513,2.78233097536661,0.822108921079836,0.177043659130045,0.000847419790118414
"ENSG00000142748","FCN3",900,3.89265690597e-06,9.61018839505e-06,8.55861266388e-07,43,114,5,46.0312583236,109.326422822,12.5718840328,0.276978631701967,-0.218627860972478,2.11540461229788,0.0172513382815348,0.960327318053166,0.022421343665299
"ENSG00000120054","CPN1",1377,8.01744636658e-06,1.68277021481e-05,9.86380663834e-07,87,151,11,94.611207,194.4332549,14.94776567,0.485100670391795,1.52354036411707,1.01146981528818,1.32620038323609e-06,0.60179180968284,0.398206864116777
"ENSG00000181991","MRPS11",585,3.71969595342e-06,7.46197790982e-06,5.89386939858e-07,39,75,6,40.5815552194,79.7019026401,8.17553951085,0.153911393879104,0.257605729358847,0.753699877125897,0.000434481626027353,0.651388587946471,0.348176930427502
"ENSG00000035720","STAP1",888,3.00770750456e-06,7.9070521213e-06,8.61965571372e-07,46,102,8,36.6159255222,89.8716236251,13.0581290929,-0.961403386054415,-0.625760335331576,1.38656158772204,0.000129550414834948,0.846504647131355,0.15336580245381
"ENSG00000141385","AFG3L2",2394,1.04848607082e-05,2.46508644807e-05,2.55835266012e-06,111,171,10,111.119153076,253.957723598,34.1260961974,0.00701021352930959,2.54619962567282,4.09103673358553,0.0147221162102033,0.98526771892612,1.01648636764575e-05
"ENSG00000177272",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171532","NEUROD2",1149,1.36892822494e-05,2.18426623032e-05,4.24855909213e-07,62,62,0,120.50354356889,192.082427698242,4.05455977170596,3.30393497860809,4.59082989551925,1.99462638063887,0.729792595092759,0.257796545370281,0.0124108595369605
"ENSG00000063601","MTMR1",1998,1.02994690202e-05,2.1918071928e-05,2.11010982813e-06,62,90,2,65.7522169941,146.204343194,20.8481756942,0.286868287534848,2.27355757147031,4.0890742614978,0.982418902141347,0.0175806193886354,4.78470017728504e-07
"ENSG00000124762","CDKN1A",495,2.55354994656e-06,7.59095703145e-06,4.54538575368e-07,29,79,3,27.1038021614,79.2237365751,5.48028779104,-0.225797160268586,0.0122951101259305,1.04951832330836,0.0272025507564846,0.793751812029109,0.179045637214406
"ENSG00000144591","GMPPA",1263,6.66372780994e-06,1.52382203068e-05,1.57201012655e-06,69,124,12,71.8549366459,157.429867855,19.7999163267,0.208794095609569,1.30319054202953,1.73639263730299,2.35237377979873e-06,0.904520375705181,0.0954772719210394
"ENSG00000206391",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196781","TLE1",2313,1.45494204305e-05,2.78571720461e-05,1.82086946163e-06,157,190,4,162.376666541,305.216807597,27.2238924407,0.26157930136163,3.22573018504552,4.40909623393854,0.957285090965036,0.0427147323025395,1.76732424414584e-07
"ENSG00000135439","AGAP2",3579,2.88881270256e-05,5.56895184686e-05,3.2770489866e-06,161,203,4,230.894415728,455.893774862,38.0379867289,2.85157714776898,5.79325774251305,5.46694625278528,0.999218902067889,0.000781097922396288,9.71455107967392e-12
"ENSG00000140876","NUDT7",717,2.81393568976e-06,7.30362212692e-06,4.57844261634e-07,45,113,6,32.5779298214,82.4108532524,5.98991664842,-1.3492165835865,-1.6481307734321,-0.0040811644457561,0.00010793192750074,0.366455243529806,0.633436824542693
"ENSG00000151229","SLC2A13",1947,1.15624307423e-05,2.34113205632e-05,1.35232744603e-06,84,157,2,93.7254949561,203.39263689,18.329069908,0.622776272119121,1.59110070971073,3.77816473840697,0.956100908800451,0.0438944703004106,4.62089913874615e-06
"ENSG00000196501",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000156502","SUPV3L1",2361,8.91666300431e-06,2.25885748236e-05,1.90864094874e-06,112,223,8,106.426824036,259.87879726,27.583818338,-0.334910347737062,1.11894258119616,3.69368524691947,0.0338209971609747,0.966107306097008,7.16967420168658e-05
"ENSG00000213898",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000109320","NFKB1",2910,1.20998543232e-05,2.7347748209e-05,2.11713105057e-06,147,200,4,144.370673337,314.203541137,32.6919355306,-0.135659455269903,3.15130447763857,4.9708332832202,0.994260375128404,0.00573962361155129,1.26004505564412e-09
"ENSG00000143178","TBX19",1347,6.7793507982e-06,1.3781187416e-05,9.27087023678e-07,82,143,9,79.2283054432,157.796046357,13.6085510531,-0.193042937090963,0.576119751466346,1.23750840090602,2.79914141349298e-05,0.774467950883126,0.225504057702739
"ENSG00000180767","CHST13",1026,1.14701630921e-05,2.36795488691e-05,3.93129056624e-07,49,93,5,75.8445987008,155.344996699,3.58880111055,1.91092684806505,2.44663669056903,-0.737909732068422,0.000159791662950939,0.25599887624136,0.743841332095689
"ENSG00000185053","SGCZ",939,3.26836239633e-06,8.0141657106e-06,1.10621892127e-06,63,134,7,39.3770847108,92.1733750262,15.5649932489,-2.33378774956308,-2.13091686947354,2.15051381524066,0.00198581635801512,0.976693683856909,0.0213204997850763
"ENSG00000011376","LARS2",2712,1.14087629211e-05,2.57862413543e-05,2.4303466716e-06,136,280,17,136.783488441,298.984026472,35.6984447819,0.0415309272568984,0.5370073756241,3.10006315105572,2.60643828587561e-07,0.999028422000348,0.000971317355822927
"ENSG00000120471","TP53AIP1",375,1.71591294372e-06,3.28204178809e-06,2.4374718664e-07,17,42,7,15.7982462103,29.6094655928,3.00282605933,-0.187438627629367,-1.11375843563082,-2.28495510040119,9.46747721512866e-07,0.0511067004872427,0.948892352765036
"ENSG00000145725","PPIP5K2",3669,1.12341245085e-05,3.27843897595e-05,3.79767854233e-06,148,256,25,135.768558315,374.142464317,53.6811441337,-0.650767526877902,2.98747385664841,3.87771011418875,4.05311854851164e-10,0.999970537276912,2.94623177756096e-05
"ENSG00000146094","DOK3",1491,9.88954956306e-06,2.0633378825e-05,1.05422289011e-06,117,215,8,93.0677182292,188.933884012,11.862404287,-1.53792088280111,-0.927550559891235,1.11086460664407,7.27877709275655e-05,0.743816689195886,0.256110523033187
"ENSG00000089356","FXYD3",435,2.22056508029e-06,4.37157236092e-06,5.87711292113e-07,28,41,5,23.2189427702,42.4300155594,8.62954299223,-0.615109549019628,0.107379643156666,1.22390517216753,0.00343233596536991,0.834690567782353,0.161877096252277
"ENSG00000159640","ACE",3921,2.50568778513e-05,4.87926364216e-05,3.4895466208e-06,283,546,34,255.36202769,497.5106924,46.6849907233,-1.07220523274171,-1.06331308342873,1.83904003175138,4.63282874453648e-18,0.436637639653135,0.563362360346865
"ENSG00000185957",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103174","NAGPA",1548,1.42692531607e-05,2.6494325312e-05,1.06843527762e-06,125,233,11,122.391340647,223.461627301,12.6555942309,-0.1461834943908,-0.312097673589156,0.461001434137178,2.86322915528202e-07,0.306197599604429,0.693802114072655
"ENSG00000148290","SURF1",903,4.40198926506e-06,1.02060822314e-05,9.50988047545e-07,59,113,17,35.7884013394,87.4471241525,11.8926912836,-2.40537808896828,-1.33654495989529,-1.46703907757162,1.02063910629184e-13,0.00287792295285265,0.997122077047045
"ENSG00000215077",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000148057","IDNK",564,3.19960705544e-06,6.22277121317e-06,4.61356104745e-07,23,53,1,24.21812,54.0218635,5.63365685,0.15345085966377,0.068002215376137,1.93383021120536,0.484632918227252,0.493395174688349,0.0219719070843987
"ENSG00000163082","SGPP2",1200,7.70294111871e-06,1.50890254958e-05,5.96551953397e-07,62,119,4,54.398364,112.45294,7.57062931,-0.638945555244433,-0.301981325607975,1.2854893209987,0.0122737609427454,0.852545661567613,0.135180577489641
"ENSG00000102904","TSNAXIP1",1977,8.23229648601e-06,2.02723465007e-05,1.78777926317e-06,97,259,26,96.9719374964,230.074758442,25.5779291324,-0.00176650177316687,-0.932735087281213,-0.0826689452332722,9.27238409136455e-18,0.00436794261152715,0.995632057388473
"ENSG00000171016","PYGO1",1260,4.89461010878e-06,1.14660256479e-05,7.32099005601e-07,66,140,0,56.71424,131.1697418,9.55212388,-0.76440025298906,-0.377116163522316,3.0615381013078,0.956651521929469,0.0432397635850281,0.000108714485503129
